Year,Accounting Controversies,Adj_Close,Adj_High,Adj_Low,Adj_Open,Adj_Volume,Agrochemical 5 % Revenue,Agrochemical Products,Alcohol,Animal Testing,Animal Testing Cosmetics,Animal Testing Reduction,Announced Layoffs To Total Employees,Anti Takeover Devices Above Two,Anti-Competition Controversies Count,Anti-Personal Landmines,Anti-competition Controversies,Armaments,Audit Board Committee,Audit Committee Expertise,Audit Committee Independence,Audit Committee Mgt Independence,Audit Committee NonExecutive Members,Biodiversity Impact Reduction,Board Attendance,Board Background and Skills,Board Functions Policy,"Board Gender Diversity, Percent",Board Individual Reelection,Board Member Affiliations,Board Member Term Duration,Board Size,Board Size More Ten Less Eight,"Board Specific Skills, Percent",Board Structure Policy,"Bribery, Corruption and Fraud Controversies",CEO Compensation Link to TSR,CEO-Chairman Separation,CSR Strategy Score,CSR Sustainability Committee,CSR Sustainability External Audit,CSR Sustainability Reporting,Chairman is ex-CEO,Climate Change Commercial Risks Opportunities,Close,Cluster Bombs,Community Score,Compensation Board Committee,Compensation Committee Independence,Compensation Committee Mgt Independence,Compensation Committee NonExecutive Members,Compensation Improvement Tools,Consumer Complaints Controversies,Contraceptives,Corporate Governance Board Committee,Corporate Responsibility Awards,Crisis Management Systems,Date,Day Care Services,Director Election Majority Requirement,Diseases of the Developing World,Dividend,Dual Class Stock,ESG Controversies Score,ESG Period Last Update Date,Earnings Restatement,Eco-Design Products,Embryonic Stem Cell Research,Emissions Score,Emissions Trading,Employee Engagement Voluntary Work,Employees Health & Safety OHSAS 18001,Employees Health & Safety Team,Env Supply Chain Partnership Termination,Environment Management Team,Environment Management Training,Environment Pillar Score,Environmental Assets Under Mgt,Environmental Controversies,Environmental Expenditures Investments,Environmental Investments Initiatives,Environmental Materials Sourcing,Environmental Partnerships,Environmental Products,Environmental Project Financing,Environmental Restoration Initiatives,Environmental Supply Chain Management,Equal Voting Rights,Equator Principles,Ethical Trading Initiative ETI,Executive Compensation Controversies,Executive Compensation LT Objectives,Executive Compensation Policy,Executive Individual Compensation,"Executive Members Gender Diversity, Percent",External Consultants,Extractive Industries Transparency Initiative,Flexible Working Hours,Fundamental Human Rights ILO UN,GMO Products,GRI Report Guidelines,Gambling,Global Compact Signatory,Governance Pillar Score,Green Buildings,HIV-AIDS Program,Health & Safety Policy,Health & Safety Training,Healthy Food or Products,High,Human Rights Breaches Contractor,Human Rights Contractor,Human Rights Policy,Human Rights Score,Hybrid Vehicles,ISO 14000 or EMS,ISO 9000,Improvement Tools Business Ethics,Independent Board Members,Innovation Score,Insider Dealings Controversies,Instrument,Integrated Strategy in MD&A,Internal Audit Department Reporting,Internal Promotion,Labeled Wood,Land Environmental Impact Reduction,Low,Management Departures,Management Score,Management Training,Minimum Number of Shares to Vote,NOx and SOx Emissions Reduction,Noise Reduction,Nomination Board Committee,Nomination Committee Mgt Independence,Non-Executive Board Members,Nuclear,OECD Guidelines for Multinational Enterprises,Obesity Risk,Open,Organic Products Initiatives,Particulate Matter Emissions Reduction,Period End Date,Policy Board Diversity,Policy Board Experience,Policy Board Independence,Policy Board Size,Policy Bribery and Corruption,Policy Business Ethics,Policy Career Development,Policy Child Labor,Policy Community Involvement,Policy Customer Health & Safety,Policy Data Privacy,Policy Diversity and Opportunity,Policy Emissions,Policy Employee Health & Safety,Policy Energy Efficiency,Policy Environmental Supply Chain,Policy Equal Voting Right,Policy Executive Compensation ESG Performance,Policy Executive Compensation Performance,Policy Executive Retention,Policy Fair Competition,Policy Fair Trade,Policy Forced Labor,Policy Freedom of Association,Policy Human Rights,Policy Responsible Marketing,Policy Shareholder Engagement,Policy Skills Training,Policy Supply Chain Health & Safety,Policy Sustainable Packaging,Policy Water Efficiency,Pornography,Product Access Low Price,Product Environmental Responsible Use,Product Impact Minimization,Product Quality Controversies,Product Recall,Product Responsibility Monitoring,Product Responsibility Score,Product Sales at Discount to Emerging Markets,Profit Warnings,Public Availability Corporate Statutes,Quality Mgt Systems,Renewable Energy Use,Renewable/Clean Energy Products,Resource Reduction Policy,Resource Reduction Targets,Resource Use Score,Retailing Responsibility,Shareholder Rights Policy,Shareholders Approval Stock Compensation Plan,Shareholders Score,Shareholders Vote on Executive Pay,Six Sigma and Quality Mgt Systems,Social Pillar Score,Split,Staff Transportation Impact Reduction,Stakeholder Engagement,Strikes,Succession Plan,Supplier ESG training,Supply Chain Health & Safety Training,Sustainability Compensation Incentives,Sustainable Building Products,TRESG Combined Score,TRESG Score,Take-back and Recycling Initiatives,Tobacco,Toxic Chemicals Reduction,Training and Development Policy,VOC Emissions Reduction,Veto Power or Golden share,Volume,Voting Cap,Voting Cap Percentage,Wages Working Condition Controversies,Waste Reduction Initiatives,Water Technologies,Whistleblower Protection,Workforce Score,e-Waste Reduction
2013,,22.58498657840488,22.803791504821024,22.311767210408576,22.571823365434433,58633.730158730155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.190555555555555,,,,,,,,,,,,,,,,,0.0034523809523809524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.453875396825392,,,,,,,,,,,,,,,,,,26.861649603174598,,,,,,,,,,,,,27.17472222222225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,58633.730158730155,,,,,,,,
2014,,24.932584549906416,25.21214452265296,24.649412216660203,24.9330778199456,85914.43650793651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.10926587301589,,,,,,,,,,,,,,,,,0.00373015873015873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.436115476190484,,,,,,,,,,,,,,,,,,28.77856904761904,,,,,,,,,,,,,29.110198412698402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,85914.43650793651,,,,,,,,
2015,False,28.500432547067113,28.78379027984527,28.1756968648031,28.483835753750675,98162.14285714286,False,False,False,False,False,False,0.0,3.0,False,False,False,False,True,True,100.0,True,100.0,False,False,True,True,0.0,True,0.076923076923077,1.0,8.0,0.0,61.5384615384615,True,False,False,True,30.9241706161137,False,,False,True,False,32.19214285714286,False,46.5197215777262,True,100.0,True,100.0,True,False,False,True,False,False,2015-12-31,False,False,False,0.003968253968253968,False,57.5406032482598,2019-08-09T00:00:00,False,False,False,5.68445475638051,False,True,False,False,False,False,False,17.9950866657567,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,20.0,True,False,False,False,False,,False,False,44.3399891228342,False,False,False,False,False,32.51233730158727,False,False,False,34.4547563805104,False,No,False,True,84.6153846153846,27.030162412993,False,TCF.O,False,True,False,False,False,31.825294047619042,False,46.9490521327014,False,False,False,False,True,True,92.3076923076923,False,False,False,32.17325396825396,False,False,2015-12-31,True,True,True,True,False,True,True,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,43.0394431554524,False,False,True,False,False,False,False,False,22.3897911832946,False,True,True,45.8827014218009,True,False,38.2389464396588,1.0,False,False,False,True,False,False,False,False,33.2168521349006,33.2168521349006,False,False,False,True,False,False,98162.14285714286,False,100.0,False,False,False,True,33.0626450116009,False
2016,False,37.10359722602777,37.44420523650962,36.647347979811926,37.04956129049259,357225.15079365077,False,False,False,False,False,False,0.0,2.0,False,False,False,False,True,True,100.0,True,100.0,False,False,True,True,8.33333333333333,True,0.384615384615384,1.0,12.0,2.0,46.1538461538461,True,False,True,True,35.8157467532467,False,,False,True,False,40.679563492063494,False,40.893169877408,True,100.0,True,100.0,True,False,False,True,False,False,2016-12-31,False,False,False,0.004206349206349207,False,57.7057793345008,2019-08-09T00:00:00,False,False,False,3.94045534150612,False,True,False,False,False,False,False,20.5135469248995,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,21.4285714285714,True,False,False,False,False,,False,False,30.654207472855,False,False,False,False,False,41.05334841269839,False,False,False,36.6024518388791,False,No,False,True,69.2307692307692,31.4360770577933,False,TCF.O,False,True,False,False,False,40.179179365079385,False,24.6144480519481,False,False,False,False,True,True,76.9230769230769,False,False,False,40.62023809523809,False,False,2016-12-31,True,True,True,True,False,True,True,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,42.4693520140105,False,False,True,False,False,False,False,False,27.6707530647986,False,True,True,43.7297077922077,True,False,37.3449100910189,1.0,False,False,False,True,False,False,False,False,29.5815823159983,29.5815823159983,False,False,False,True,False,False,357225.15079365077,False,100.0,False,False,False,True,33.5376532399299,False
2017,False,46.82795564506375,47.350653843687645,46.27794086988513,46.8677484104689,330950.577689243,False,False,False,False,False,False,0.0,3.0,False,False,False,False,True,True,100.0,True,100.0,False,False,True,True,8.33333333333333,True,0.357142857142857,1.0,12.0,2.0,64.2857142857142,True,False,True,False,36.2838332114118,False,,False,False,False,50.24482071713147,False,37.3194221508828,True,100.0,True,100.0,True,False,False,True,False,True,2017-12-31,False,False,False,0.004382470119521913,False,57.7849117174959,2019-08-09T00:00:00,False,False,False,14.8475120385232,False,True,False,False,False,False,False,23.8834859786611,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,25.0,True,False,False,False,False,,False,False,37.8500245841677,False,False,False,False,False,50.80586494023904,False,False,False,34.6709470304975,False,No,False,True,64.2857142857142,31.2199036918138,False,TCF.O,False,True,False,False,False,49.65480278884463,False,38.130943672275,False,False,False,False,True,True,71.4285714285714,False,False,False,50.28776892430282,False,False,2017-12-31,True,True,True,True,False,True,True,False,True,False,True,True,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,41.0112359550561,False,False,True,False,False,False,False,False,26.4044943820224,False,True,True,38.0943672275054,True,False,36.7711889313408,1.0,False,False,False,True,False,False,False,False,32.7184148015419,32.7184148015419,False,False,False,True,False,False,330950.577689243,False,100.0,False,False,False,True,35.2327447833065,False
2018,,53.400375351218415,53.99756812661183,52.811247099376764,53.4533014742734,293458.3969849246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.21929648241207,,,,,,,,,,,,,,,,,0.004522613065326634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.84790753768845,,,,,,,,,,,,,,,,,,55.5985266331658,,,,,,,,,,,,,56.27457286432163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,293458.3969849246,,,,,,,,
2010,,20.357037037037042,20.76948148148148,19.908133333333332,20.299259259259266,34429.62962962963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5446296296296302,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.596185185185185,,,,,,,,,,,,,,,,,,2.4885166666666665,,,,,,,,,,,,,2.537407407407408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,275437.037037037,,,,,,,,
2011,,23.059920634920655,23.64417619047619,22.461203571428562,23.070714682539695,130033.33333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.773531746031744,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.883992857142858,,,,,,,,,,,,,,,,,,4.668153571428569,,,,,,,,,,,,,4.780575793650795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9965277777777778,,,,,,,,,,,,,,,,,511816.6666666667,,,,,,,,
2012,,15.812159999999999,16.02964080000001,15.580322000000002,15.818240000000003,121648.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.812159999999999,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.02964080000001,,,,,,,,,,,,,,,,,,15.580322000000002,,,,,,,,,,,,,15.818240000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,121648.4,,,,,,,,
2013,,19.079285714285717,19.351573809523813,18.753244047619063,19.075634920634915,103266.26984126984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.079285714285717,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.351573809523813,,,,,,,,,,,,,,,,,,18.753244047619063,,,,,,,,,,,,,19.075634920634915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,103266.26984126984,,,,,,,,
2014,,14.268670634920623,14.507641269841269,14.024610714285702,14.281079365079355,345137.50793650793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.268670634920623,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.507641269841269,,,,,,,,,,,,,,,,,,14.024610714285702,,,,,,,,,,,,,14.281079365079355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,345137.50793650793,,,,,,,,
2015,,8.883373015873017,9.093678571428573,8.69337182539683,8.897619444444443,253764.80952380953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.883373015873017,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.093678571428573,,,,,,,,,,,,,,,,,,8.69337182539683,,,,,,,,,,,,,8.897619444444443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,253764.80952380953,,,,,,,,
2016,False,7.140555555555555,7.30190079365079,6.963799206349205,7.127400793650797,161226.73015873015,False,False,False,False,False,False,0.0,7.0,False,False,False,False,True,True,100.0,True,100.0,False,False,True,False,20.0,True,0.9,1.0,10.0,0.0,40.0,True,False,False,True,35.8157467532467,False,,False,True,False,7.140555555555555,False,64.7982062780269,True,66.6666666666666,True,100.0,True,False,False,False,False,True,2016-12-31,False,True,False,0.0,False,55.1569506726457,2019-09-27T00:00:00,False,False,False,33.8565022421524,False,True,False,False,False,False,False,29.1413874967027,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,13.3333333333333,True,False,False,False,False,,False,False,37.7451697892271,False,False,False,False,False,7.30190079365079,False,False,False,27.8026905829596,False,No,False,True,60.0,34.304932735426,False,MGI.O,False,True,False,False,False,6.963799206349205,False,29.4034090909091,False,False,False,False,True,True,80.0,False,False,False,7.127400793650797,False,False,2016-12-31,True,True,False,True,True,True,False,False,True,False,True,True,False,False,False,False,True,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,38.7892376681614,False,False,True,False,False,False,False,False,18.8340807174887,False,True,True,61.6274350649351,True,False,30.5248531548032,1.0,False,False,False,True,False,False,False,False,32.2566714045483,32.2566714045483,False,False,False,False,False,False,161226.73015873015,False,100.0,False,False,False,True,10.5381165919282,False
2017,False,15.369123505976102,15.502141035856573,15.243832669322721,15.380796812749011,631559.5338645418,False,False,False,False,False,False,0.0,8.0,False,False,False,False,True,True,100.0,True,100.0,False,False,True,False,20.0,True,0.9,1.0,10.0,0.0,60.0,True,False,False,True,36.2838332114118,False,,False,True,False,15.369123505976102,False,65.8995815899581,True,66.6666666666666,True,100.0,True,False,False,False,False,True,2017-12-31,False,True,False,0.0,False,57.3221757322175,2019-09-27T00:00:00,False,False,False,34.9372384937238,False,True,False,False,False,False,False,29.3194683731233,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,30.7692307692307,True,False,False,False,False,,False,False,51.2094211327905,False,False,False,False,False,15.502141035856573,False,False,False,26.3598326359832,False,No,False,True,60.0,33.6820083682008,False,MGI.O,False,True,False,False,False,15.243832669322721,False,44.0929041697147,False,False,False,False,True,True,80.0,False,False,False,15.380796812749011,False,False,2017-12-31,True,True,False,True,True,True,False,False,True,False,True,True,False,False,False,False,True,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,39.3305439330543,False,False,True,False,False,False,False,False,18.8284518828451,False,True,True,80.1207022677395,True,False,28.6817137132417,1.0,False,False,False,True,False,False,False,False,35.7695010605638,35.7695010605638,False,False,False,False,False,False,631559.5338645418,False,100.0,False,False,False,True,6.06694560669456,False
2018,,8.11412060301507,8.291455276381912,7.993254773869346,8.158592964824116,610351.9798994975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.11412060301507,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.291455276381912,,,,,,,,,,,,,,,,,,7.993254773869346,,,,,,,,,,,,,8.158592964824116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,610351.9798994975,,,,,,,,
2015,,54.09232919254657,54.995912422360234,53.23201677018635,54.067018633540364,101716.57142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.09232919254657,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.995912422360234,,,,,,,,,,,,,,,,,,53.23201677018635,,,,,,,,,,,,,54.067018633540364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,101716.57142857143,,,,,,,,
2016,False,53.70057539682539,54.30734642857143,53.050915873015896,53.691030952380956,91396.51984126984,False,False,False,True,False,False,0.0,1.0,False,False,False,False,True,False,60.0,True,100.0,False,False,True,False,37.5,False,0.125,4.0,8.0,0.0,62.5,True,False,False,False,28.3333333333333,False,,False,False,False,53.70057539682539,False,49.3548387096774,True,75.0,True,100.0,False,False,False,False,False,True,2016-12-31,False,True,False,0.0,False,52.5806451612903,2019-09-27T00:00:00,False,False,False,60.9677419354838,False,False,False,True,False,True,False,67.1252371916508,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0.0,True,False,False,False,False,,False,True,67.4590163934426,False,False,False,False,False,54.30734642857143,False,False,False,44.8387096774193,False,No,False,True,62.5,49.3548387096774,False,GLPG.O,False,True,False,False,False,53.050915873015896,False,85.0,False,False,False,False,True,True,87.5,False,False,False,53.691030952380956,False,False,2016-12-31,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,89.0322580645161,False,False,True,True,False,False,False,False,91.6129032258064,False,True,True,45.0,True,True,65.0386188096319,1.0,False,False,False,True,False,False,False,False,66.4862903225806,66.4862903225806,False,False,False,False,False,False,91396.51984126984,False,100.0,False,False,False,True,68.0645161290322,False
2017,False,84.57776892430276,85.28515816733066,83.88848486055782,84.6127091633466,147728.86055776893,False,False,False,True,False,False,0.0,1.0,False,False,False,False,True,False,60.0,True,100.0,False,False,True,False,37.5,False,0.125,4.0,8.0,0.0,62.5,True,False,False,False,21.875,False,,False,False,False,84.57776892430276,False,50.8888888888888,True,75.0,True,100.0,False,False,False,False,False,True,2017-12-31,False,True,False,0.0,False,52.2222222222222,2019-09-27T00:00:00,False,False,False,65.5555555555555,False,False,False,True,False,True,False,68.6470588235294,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0.0,True,False,False,False,False,,False,True,68.0840163934426,False,False,False,False,False,85.28515816733066,False,False,False,45.5555555555555,False,No,False,True,62.5,48.8888888888888,False,GLPG.O,False,True,False,False,False,83.88848486055782,False,82.8125,False,False,False,False,True,True,87.5,False,False,False,84.6127091633466,False,False,2017-12-31,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,87.7777777777777,False,False,True,True,False,False,False,False,91.7777777777777,False,True,True,57.8125,True,True,67.1017214397496,1.0,False,False,False,True,False,False,False,False,67.9267361111111,67.9267361111111,False,False,False,False,False,False,147728.86055776893,False,100.0,False,False,False,True,72.2222222222222,False
2018,,103.37281407035175,104.4052804020101,102.56263668341707,103.63809045226128,111096.40703517589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.37281407035175,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.4052804020101,,,,,,,,,,,,,,,,,,102.56263668341707,,,,,,,,,,,,,103.63809045226128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,111096.40703517589,,,,,,,,
2010,,22.905277777777783,23.209533333333326,22.569185185185184,22.894629629629623,270327.77777777775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.905277777777783,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.209533333333326,,,,,,,,,,,,,,,,,,22.569185185185184,,,,,,,,,,,,,22.894629629629623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,270327.77777777775,,,,,,,,
2011,,19.49666666666666,19.886846825396837,19.111126587301587,19.53376984126985,367788.09523809527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.49666666666666,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.886846825396837,,,,,,,,,,,,,,,,,,19.111126587301587,,,,,,,,,,,,,19.53376984126985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,367788.09523809527,,,,,,,,
2012,,22.13615599999998,22.45768079999999,21.7940632,22.10549080000001,267458.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.13615599999998,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.45768079999999,,,,,,,,,,,,,,,,,,21.7940632,,,,,,,,,,,,,22.10549080000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,267458.4,,,,,,,,
2013,,25.810773809523813,26.11871825396827,25.490733730158734,25.80234126984127,242176.19047619047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.810773809523813,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.11871825396827,,,,,,,,,,,,,,,,,,25.490733730158734,,,,,,,,,,,,,25.80234126984127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,242176.19047619047,,,,,,,,
2014,,39.19041666666667,39.764140476190484,38.64047341269842,39.20507936507939,288730.2261904762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.19041666666667,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.764140476190484,,,,,,,,,,,,,,,,,,38.64047341269842,,,,,,,,,,,,,39.20507936507939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,288730.2261904762,,,,,,,,
2015,,37.98158730158731,38.50965714285715,37.47052261904762,38.013412698412715,780552.5595238095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.98158730158731,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.50965714285715,,,,,,,,,,,,,,,,,,37.47052261904762,,,,,,,,,,,,,38.013412698412715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,780552.5595238095,,,,,,,,
2016,False,25.973273809523793,26.339325396825384,25.569148015873,25.950952380952394,900058.7698412698,False,False,False,False,False,False,0.0,9.0,False,False,False,False,True,True,100.0,True,100.0,False,False,True,True,0.0,False,0.375,3.0,8.0,0.0,87.5,True,False,False,True,35.8157467532467,False,,False,True,False,25.973273809523793,False,24.2331288343558,True,100.0,True,100.0,False,False,False,True,False,False,2016-03-31,False,False,False,0.0,False,57.5153374233128,2019-09-20T00:00:00,False,False,False,47.3926380368098,False,False,False,False,False,False,False,62.6263081919884,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,25.0,True,False,False,False,False,,False,False,32.6554848839684,False,False,True,False,False,26.339325396825384,True,True,True,76.5337423312883,False,No,False,True,75.0,80.0613496932515,False,NTCT.O,False,True,False,False,False,25.569148015873,False,39.8336038961039,False,False,False,False,True,True,87.5,False,False,False,25.950952380952394,False,False,2016-03-31,True,True,True,False,False,True,False,False,False,False,True,True,False,True,False,False,True,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,42.9447852760736,False,False,True,False,False,False,False,False,61.8098159509202,False,True,True,11.1404220779221,True,False,50.5206083124514,1.0,False,False,False,True,False,False,False,False,49.1876836258067,49.1876836258067,True,False,False,False,False,False,900058.7698412698,False,100.0,False,False,False,True,59.6625766871165,False
2017,False,33.84960159362549,34.28637848605575,33.440001593625524,33.858366533864526,788551.3784860558,False,False,False,False,False,False,0.0,9.0,False,False,False,False,True,True,100.0,True,100.0,False,False,True,True,0.0,False,0.375,3.0,8.0,0.0,87.5,True,False,False,True,36.2838332114118,False,,False,True,False,33.84960159362549,False,25.0663129973474,True,100.0,True,100.0,True,False,False,True,False,False,2017-03-31,False,False,False,0.0,False,58.6206896551724,2019-09-20T00:00:00,False,False,False,55.5702917771883,False,False,False,False,False,False,False,65.9541270088937,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,25.0,True,False,False,False,False,,False,False,37.5178385119982,False,False,True,False,False,34.28637848605575,True,True,True,79.1777188328912,False,No,True,True,75.0,79.5755968169761,False,NTCT.O,False,True,False,False,False,33.440001593625524,False,47.9334308705193,False,False,False,False,True,True,87.5,False,False,False,33.858366533864526,False,False,2017-03-31,True,True,True,False,False,True,False,False,False,False,True,True,False,True,False,False,True,False,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,85.1458885941644,False,False,True,True,False,False,False,False,63.6604774535809,False,True,True,10.0402340892465,True,False,46.1631860126274,1.0,False,False,False,True,False,False,False,False,50.2552749636661,50.2552749636661,True,False,False,False,False,False,788551.3784860558,False,100.0,False,False,False,True,30.3713527851458,False
