Year,Accounting Controversies,Adj_Close,Adj_High,Adj_Low,Adj_Open,Adj_Volume,Agrochemical 5 % Revenue,Agrochemical Products,Alcohol,Animal Testing,Animal Testing Cosmetics,Animal Testing Reduction,Announced Layoffs To Total Employees,Anti Takeover Devices Above Two,Anti-Competition Controversies Count,Anti-Personal Landmines,Anti-competition Controversies,Armaments,Audit Board Committee,Audit Committee Expertise,Audit Committee Independence,Audit Committee Mgt Independence,Audit Committee NonExecutive Members,Biodiversity Impact Reduction,Board Attendance,Board Background and Skills,Board Functions Policy,"Board Gender Diversity, Percent",Board Individual Reelection,Board Member Affiliations,Board Member Term Duration,Board Size,Board Size More Ten Less Eight,"Board Specific Skills, Percent",Board Structure Policy,"Bribery, Corruption and Fraud Controversies",CEO Compensation Link to TSR,CEO-Chairman Separation,CSR Strategy Score,CSR Sustainability Committee,CSR Sustainability External Audit,CSR Sustainability Reporting,Chairman is ex-CEO,Climate Change Commercial Risks Opportunities,Close,Cluster Bombs,Community Score,Compensation Board Committee,Compensation Committee Independence,Compensation Committee Mgt Independence,Compensation Committee NonExecutive Members,Compensation Improvement Tools,Consumer Complaints Controversies,Contraceptives,Corporate Governance Board Committee,Corporate Responsibility Awards,Crisis Management Systems,Date,Day Care Services,Director Election Majority Requirement,Diseases of the Developing World,Dividend,Dual Class Stock,ESG Controversies Score,ESG Period Last Update Date,Earnings Restatement,Eco-Design Products,Embryonic Stem Cell Research,Emissions Score,Emissions Trading,Employee Engagement Voluntary Work,Employees Health & Safety OHSAS 18001,Employees Health & Safety Team,Env Supply Chain Partnership Termination,Environment Management Team,Environment Management Training,Environment Pillar Score,Environmental Assets Under Mgt,Environmental Controversies,Environmental Expenditures Investments,Environmental Investments Initiatives,Environmental Materials Sourcing,Environmental Partnerships,Environmental Products,Environmental Project Financing,Environmental Restoration Initiatives,Environmental Supply Chain Management,Equal Voting Rights,Equator Principles,Ethical Trading Initiative ETI,Executive Compensation Controversies,Executive Compensation LT Objectives,Executive Compensation Policy,Executive Individual Compensation,"Executive Members Gender Diversity, Percent",External Consultants,Extractive Industries Transparency Initiative,Flexible Working Hours,Fundamental Human Rights ILO UN,GMO Products,GRI Report Guidelines,Gambling,Global Compact Signatory,Governance Pillar Score,Green Buildings,HIV-AIDS Program,Health & Safety Policy,Health & Safety Training,Healthy Food or Products,High,Human Rights Breaches Contractor,Human Rights Contractor,Human Rights Policy,Human Rights Score,Hybrid Vehicles,ISO 14000 or EMS,ISO 9000,Improvement Tools Business Ethics,Independent Board Members,Innovation Score,Insider Dealings Controversies,Instrument,Integrated Strategy in MD&A,Internal Audit Department Reporting,Internal Promotion,Labeled Wood,Land Environmental Impact Reduction,Low,Management Departures,Management Score,Management Training,Minimum Number of Shares to Vote,NOx and SOx Emissions Reduction,Noise Reduction,Nomination Board Committee,Nomination Committee Mgt Independence,Non-Executive Board Members,Nuclear,OECD Guidelines for Multinational Enterprises,Obesity Risk,Open,Organic Products Initiatives,Particulate Matter Emissions Reduction,Period End Date,Policy Board Diversity,Policy Board Experience,Policy Board Independence,Policy Board Size,Policy Bribery and Corruption,Policy Business Ethics,Policy Career Development,Policy Child Labor,Policy Community Involvement,Policy Customer Health & Safety,Policy Data Privacy,Policy Diversity and Opportunity,Policy Emissions,Policy Employee Health & Safety,Policy Energy Efficiency,Policy Environmental Supply Chain,Policy Equal Voting Right,Policy Executive Compensation ESG Performance,Policy Executive Compensation Performance,Policy Executive Retention,Policy Fair Competition,Policy Fair Trade,Policy Forced Labor,Policy Freedom of Association,Policy Human Rights,Policy Responsible Marketing,Policy Shareholder Engagement,Policy Skills Training,Policy Supply Chain Health & Safety,Policy Sustainable Packaging,Policy Water Efficiency,Pornography,Product Access Low Price,Product Environmental Responsible Use,Product Impact Minimization,Product Quality Controversies,Product Recall,Product Responsibility Monitoring,Product Responsibility Score,Product Sales at Discount to Emerging Markets,Profit Warnings,Public Availability Corporate Statutes,Quality Mgt Systems,Renewable Energy Use,Renewable/Clean Energy Products,Resource Reduction Policy,Resource Reduction Targets,Resource Use Score,Retailing Responsibility,Shareholder Rights Policy,Shareholders Approval Stock Compensation Plan,Shareholders Score,Shareholders Vote on Executive Pay,Six Sigma and Quality Mgt Systems,Social Pillar Score,Split,Staff Transportation Impact Reduction,Stakeholder Engagement,Strikes,Succession Plan,Supplier ESG training,Supply Chain Health & Safety Training,Sustainability Compensation Incentives,Sustainable Building Products,TRESG Combined Score,TRESG Score,Take-back and Recycling Initiatives,Tobacco,Toxic Chemicals Reduction,Training and Development Policy,VOC Emissions Reduction,Veto Power or Golden share,Volume,Voting Cap,Voting Cap Percentage,Wages Working Condition Controversies,Waste Reduction Initiatives,Water Technologies,Whistleblower Protection,Workforce Score,e-Waste Reduction
2017,False,10.47952191235061,10.635084462151404,10.307141434262945,10.484780876494025,1259273.282868526,False,False,False,False,False,False,0.0,7.0,False,False,False,False,True,True,100.0,True,100.0,False,False,True,True,10.0,True,0.5,1.0,10.0,0.0,70.0,True,False,False,True,36.2838332114118,False,,False,True,False,10.47952191235061,False,36.3013698630137,True,100.0,True,100.0,True,False,False,True,True,False,2017-12-31,False,False,False,0.0,False,55.8219178082191,2019-08-30T00:00:00,False,False,False,61.3013698630137,False,False,True,False,False,False,False,30.6103948428686,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,11.1111111111111,True,False,True,False,False,,False,False,27.5534555746099,False,False,False,False,False,10.635084462151404,False,True,True,81.1643835616438,False,ISO 14000,True,False,60.0,18.8356164383561,False,AMKR.O,False,True,True,False,False,10.307141434262945,False,33.8514996342355,True,False,False,False,True,True,70.0,False,False,False,10.484780876494025,False,False,2017-12-31,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,False,True,False,True,True,True,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,69.5205479452054,False,False,True,True,False,False,False,False,8.90410958904109,False,True,True,4.84637893196781,True,False,57.336484661393,1.0,True,False,False,True,False,False,False,False,39.1657902516258,39.1657902516258,False,False,False,True,False,True,1259273.282868526,False,100.0,False,True,False,True,55.8219178082191,False
2018,,9.202688442211054,9.360485929648242,9.073103517587942,9.222763819095467,996893.1105527638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.202688442211054,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.360485929648242,,,,,,,,,,,,,,,,,,9.073103517587942,,,,,,,,,,,,,9.222763819095467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,996893.1105527638,,,,,,,,
2013,,8.252944615384617,8.330424615384615,8.225307692307693,8.302692307692308,2036.923076923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.252944615384617,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.330424615384615,,,,,,,,,,,,,,,,,,8.225307692307693,,,,,,,,,,,,,8.302692307692308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,2036.923076923077,,,,,,,,
2014,,9.642815725806456,9.779006451612911,9.468493951612908,9.62524516129033,13143.245967741936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.642815725806456,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.779006451612911,,,,,,,,,,,,,,,,,,9.468493951612908,,,,,,,,,,,,,9.62524516129033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,13143.245967741936,,,,,,,,
2015,,19.687043650793655,20.138690476190476,19.209271825396833,19.697488888888895,53482.88492063492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.687043650793655,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.138690476190476,,,,,,,,,,,,,,,,,,19.209271825396833,,,,,,,,,,,,,19.697488888888895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,53482.88492063492,,,,,,,,
2016,False,28.068670634920654,28.60506626984126,27.496120634920622,28.03718253968254,72871.78571428571,False,False,False,False,False,False,0.0,6.0,False,False,False,False,True,True,100.0,True,100.0,False,False,True,True,0.0,True,0.0,1.0,7.0,1.0,85.7142857142857,True,False,False,True,35.8157467532467,False,,False,True,False,28.068670634920654,False,68.5950413223141,True,100.0,True,100.0,True,False,False,True,False,False,2016-12-31,False,True,False,0.0,False,61.9834710743801,2019-08-09T00:00:00,False,True,False,23.5537190082644,False,False,False,False,False,False,False,26.4948954788527,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,16.6666666666666,True,False,False,False,False,,False,False,45.3956647860336,False,False,False,False,False,28.60506626984126,False,False,False,23.9669421487603,False,No,False,True,57.1428571428571,47.5206611570247,False,NVEE.O,False,True,False,False,False,27.496120634920622,False,28.4293831168831,False,False,False,False,True,True,57.1428571428571,False,False,False,28.03718253968254,False,False,2016-12-31,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,7.43801652892562,False,False,True,False,False,False,False,False,8.67768595041322,False,True,True,97.6055194805194,True,False,24.9912699336514,1.0,True,False,False,True,False,False,False,False,31.7258430489964,31.7258430489964,False,False,False,False,False,False,72871.78571428571,False,100.0,False,True,True,True,11.1570247933884,False
2017,False,43.997908366533885,44.69324820717129,43.32545019920318,43.95856573705182,53366.458167330675,False,False,False,False,False,False,0.0,6.0,False,False,False,False,True,True,100.0,True,100.0,False,False,True,True,0.0,True,0.0,1.0,7.0,1.0,85.7142857142857,True,False,False,True,36.2838332114118,False,,False,True,False,43.997908366533885,False,68.7022900763358,True,100.0,True,100.0,True,False,False,True,False,False,2017-12-30,False,True,False,0.0,False,55.7251908396946,2019-08-09T00:00:00,False,True,False,40.0763358778625,False,False,False,False,False,False,True,37.1127076784912,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,14.2857142857142,True,False,False,False,False,,False,False,38.2499670212383,False,False,False,False,False,44.69324820717129,False,False,False,20.2290076335877,False,No,False,True,57.1428571428571,47.3282442748091,False,NVEE.O,False,True,False,False,False,43.32545019920318,False,16.2216532553035,False,False,False,False,True,True,57.1428571428571,False,False,False,43.95856573705182,False,False,2017-12-30,True,True,True,False,True,True,False,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,8.01526717557251,False,False,True,False,False,False,True,False,23.6641221374045,False,True,True,99.3050475493782,True,False,24.2715837006773,1.0,True,False,False,True,False,False,False,False,32.9009727659051,32.9009727659051,False,False,False,False,False,False,53366.458167330675,False,100.0,False,True,True,True,10.3053435114503,False
2018,,65.87032663316585,66.91619949748745,64.85687035175876,65.82346733668341,76703.0351758794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.87032663316585,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.91619949748745,,,,,,,,,,,,,,,,,,64.85687035175876,,,,,,,,,,,,,65.82346733668341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,76703.0351758794,,,,,,,,
2014,,16.10848623143461,16.422976047121484,15.788366591806819,16.109931947273868,323018.33928571426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.370446428571423,,,,,,,,,,,,,,,,,0.0015624999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.768553571428566,,,,,,,,,,,,,,,,,,19.96553660714286,,,,,,,,,,,,,20.372660714285722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,323018.33928571426,,,,,,,,
2015,,11.857038378657503,12.12351962786655,11.603280958915446,11.880676480557264,198009.47619047618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.697063492063485,,,,,,,,,,,,,,,,,0.002083333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.026562698412693,,,,,,,,,,,,,,,,,,14.383126587301607,,,,,,,,,,,,,14.726392857142864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,198009.47619047618,,,,,,,,
2016,False,10.404305857683383,10.619692087713341,10.151061905958615,10.402170825721504,295352.04365079367,False,False,False,False,False,False,0.0,6.0,False,False,False,False,True,True,100.0,True,100.0,False,False,True,True,11.1111111111111,True,0.461538461538461,1.0,9.0,0.0,53.8461538461538,True,False,False,False,35.8157467532467,False,,False,False,False,12.279960317460326,False,71.7241379310344,True,100.0,True,100.0,True,False,False,True,False,True,2016-12-25,False,True,False,0.0006944444444444444,False,60.3448275862069,2019-08-23T00:00:00,False,False,False,7.93103448275862,False,True,False,False,False,False,False,34.5943204868154,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,33.3333333333333,True,False,False,False,False,,False,False,52.7893469235682,False,False,True,False,False,12.534150396825398,False,False,False,30.3448275862068,False,No,False,True,69.2307692307692,41.0344827586206,False,TPCO.O,False,True,False,False,False,11.981042063492062,False,42.0251623376623,False,False,False,False,True,True,76.9230769230769,False,False,False,12.27743690476191,False,False,2016-12-25,True,True,True,True,True,True,False,False,True,False,True,True,False,True,True,True,True,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,44.8275862068965,False,False,True,False,False,False,True,False,57.2413793103448,False,True,True,92.9180194805194,True,False,39.2617775619232,1.0,False,False,False,True,False,False,False,False,41.8007508116883,41.8007508116883,False,False,False,False,False,False,295352.04365079367,False,100.0,False,False,False,True,23.1034482758621,False
2017,False,11.912248077881753,12.131383529969648,11.697920219427479,11.911117077974977,113482.49402390438,False,False,False,False,False,False,0.0,6.0,False,False,False,False,True,True,100.0,True,100.0,False,False,True,True,14.2857142857142,True,0.555555555555555,1.0,7.0,1.0,55.5555555555555,True,False,False,False,36.2838332114118,False,,False,False,False,14.057310756972113,False,74.8387096774193,True,100.0,True,100.0,True,False,False,True,False,True,2017-12-31,False,True,False,0.0,False,60.3225806451613,2019-08-24T00:00:00,False,False,False,6.12903225806451,False,True,False,False,False,False,False,34.5161290322581,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,20.0,True,False,False,False,False,,False,False,47.146437694125,False,False,True,False,False,14.315906374501996,False,False,False,30.0,False,No,False,True,66.6666666666666,40.9677419354838,False,TPCO.O,False,True,False,False,False,13.804388446215134,False,38.4601316752011,False,False,False,False,True,True,77.7777777777777,False,False,False,14.055976095617524,False,False,2017-12-31,True,True,True,True,True,True,False,False,True,False,True,True,False,True,True,True,True,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,45.8064516129032,False,False,True,False,False,False,True,False,59.0322580645161,False,True,True,77.706656912948,True,False,45.2567014993184,1.0,False,False,False,True,False,False,False,False,42.1812763999339,42.1812763999339,False,False,False,False,False,False,113482.49402390438,False,100.0,False,False,False,True,34.5161290322581,False
2018,,14.767644683233062,15.095551164264867,14.475835564393682,14.787399460680813,175164.67336683418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.426884422110547,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.813837688442206,,,,,,,,,,,,,,,,,,17.082528643216076,,,,,,,,,,,,,17.450196482412068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,175164.67336683418,,,,,,,,
2010,,14.454965793803304,14.599829718550346,14.292568950373324,14.44850534757244,197922.22222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.889907407407405,,,,,,,,,,,,,,,,,0.0007407407407407407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.049133333333334,,,,,,,,,,,,,,,,,,15.71136851851852,,,,,,,,,,,,,15.88277777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,197922.22222222222,,,,,,,,
2011,,12.946894171335826,13.170163430994029,12.75935397005222,12.950680379141854,326412.6984126984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.145734126984124,,,,,,,,,,,,,,,,,0.0006349206349206349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.389529365079369,,,,,,,,,,,,,,,,,,13.940913888888897,,,,,,,,,,,,,14.149880952380963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,326412.6984126984,,,,,,,,
2012,,9.392500823911764,9.571291186077472,9.231834066588705,9.401449218054188,406937.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.114280000000003,,,,,,,,,,,,,,,,,0.00047999999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.306881199999992,,,,,,,,,,,,,,,,,,9.941407200000004,,,,,,,,,,,,,10.124110400000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,406937.2,,,,,,,,
2013,,13.61841876150214,13.824787756665874,13.395426280250893,13.615451499170247,329931.34920634923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.462218253968256,,,,,,,,,,,,,,,,,0.0006349206349206349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.68137619047619,,,,,,,,,,,,,,,,,,14.225336904761914,,,,,,,,,,,,,14.459007936507936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,329931.34920634923,,,,,,,,
2014,,10.96870801061162,11.162178880713792,10.770365217761116,10.97051320731437,433315.0317460318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.511666666666665,,,,,,,,,,,,,,,,,0.0007936507936507937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.71461309523809,,,,,,,,,,,,,,,,,,11.303643253968259,,,,,,,,,,,,,11.513650793650784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,433315.0317460318,,,,,,,,
2015,False,15.598194111307398,15.892844275190269,15.279728651142504,15.598788935079796,537488.4920634921,False,False,False,False,False,False,0.0,5.0,False,False,False,False,True,True,100.0,True,100.0,False,False,True,True,10.0,True,0.666666666666666,1.0,10.0,0.0,58.3333333333333,True,False,False,True,70.8530805687203,True,,False,True,False,16.145615079365065,False,32.6086956521739,True,100.0,True,100.0,True,False,False,True,False,False,2015-12-31,False,True,False,0.0006349206349206349,False,65.9420289855072,2019-08-09T00:00:00,False,False,False,3.6231884057971,False,False,False,False,False,False,False,13.7041773231031,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0.0,True,False,False,False,False,,False,False,54.6597001010022,False,False,False,False,False,16.450590873015877,False,False,False,26.0869565217391,False,No,False,True,83.3333333333333,29.7101449275362,False,SKYW.O,False,True,False,False,False,15.81589682539684,False,39.1291469194312,False,False,False,False,True,True,83.3333333333333,False,False,False,16.146190476190473,False,False,2015-12-31,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,5.79710144927536,False,False,True,False,False,False,False,False,8.69565217391304,False,True,True,86.4040284360189,True,False,13.4313125127577,1.0,False,False,False,True,False,False,False,False,26.0987447626897,26.0987447626897,False,False,False,False,False,False,537488.4920634921,False,100.0,False,False,False,True,3.6231884057971,False
2016,False,24.677440188478144,25.0922340391836,24.244575616436506,24.63427917508797,449950.9365079365,False,False,False,False,False,False,0.0,5.0,False,False,False,False,True,True,100.0,True,100.0,False,False,True,True,10.0,True,0.7,1.0,10.0,0.0,70.0,True,False,False,True,78.226461038961,True,,False,True,False,25.319007936507937,False,28.3783783783783,True,100.0,True,100.0,True,False,False,True,False,False,2016-12-31,False,True,False,0.000753968253968254,False,66.8918918918919,2019-08-09T00:00:00,False,False,False,2.02702702702702,False,False,False,False,False,False,False,12.5198728139904,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0.0,True,False,False,False,False,,False,False,62.1882983819459,False,False,False,False,False,25.74464126984127,False,False,False,22.9729729729729,False,No,False,True,80.0,28.3783783783783,False,SKYW.O,False,True,False,False,False,24.87474960317462,False,50.7913961038961,False,False,False,False,True,True,80.0,False,False,False,25.27472222222223,False,False,2016-12-31,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,5.40540540540541,False,False,True,False,False,False,False,False,8.10810810810811,False,True,True,82.8125,True,False,11.8956985154168,1.0,False,False,False,True,False,False,False,False,27.4471607362232,27.4471607362232,False,False,False,False,False,False,449950.9365079365,False,100.0,False,False,False,True,3.37837837837837,False
2017,False,38.56401143669463,39.11194128815333,37.971501502877175,38.54547612585407,332856.81673306774,False,False,False,False,False,False,0.0,5.0,False,False,False,False,True,True,100.0,True,100.0,False,False,True,True,10.0,True,0.7,1.0,10.0,0.0,60.0,True,False,False,True,79.2977322604242,True,,False,True,False,39.27838645418325,False,33.9506172839506,True,100.0,True,100.0,True,False,False,True,False,False,2017-12-31,False,True,False,0.0012749003984063745,False,62.9629629629629,2019-08-09T00:00:00,False,False,False,1.85185185185185,False,False,False,False,False,False,False,11.837327523602,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0.0,True,False,False,False,False,,False,False,60.7240936836677,False,False,False,False,False,39.83653346613546,False,False,False,20.3703703703703,False,No,False,True,80.0,25.9259259259259,False,SKYW.O,False,True,False,False,False,38.67478326693227,False,48.0065837600585,False,False,False,False,True,True,80.0,False,False,False,39.25956175298805,False,False,2017-12-31,True,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,21.6049382716049,False,False,True,False,False,False,False,False,8.64197530864197,False,True,True,83.302852962692,True,False,14.7713441140671,1.0,False,False,False,True,False,False,False,False,27.7893670920371,27.7893670920371,False,False,False,False,False,False,332856.81673306774,False,100.0,False,False,False,True,0.617283950617283,False
2018,,55.92352435539177,56.72599531663098,55.16939285314606,55.97566260125349,235284.27135678392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.59582914572866,,,,,,,,,,,,,,,,,0.0015075376884422112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.407920100502494,,,,,,,,,,,,,,,,,,55.83246884422113,,,,,,,,,,,,,56.648492462311516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,235284.27135678392,,,,,,,,
2016,False,25.604050228310523,25.736423287671247,25.459575342465758,25.602455707762548,59545.09589041096,False,False,False,False,False,False,0.0,9.0,False,False,False,False,True,True,100.0,True,100.0,False,False,True,True,20.0,True,2.4,1.0,5.0,3.0,60.0,True,False,False,False,35.8157467532467,False,,False,False,True,25.604050228310523,False,49.5238095238095,True,100.0,True,100.0,True,False,False,True,False,False,2016-12-31,False,True,False,0.0,False,51.9047619047619,2019-08-09T00:00:00,False,False,False,66.9841269841269,False,False,False,False,False,False,False,42.7964519140989,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0.0,True,False,False,False,False,,False,False,57.7073797104534,False,False,False,False,False,25.736423287671247,False,False,False,42.2222222222222,False,No,False,True,60.0,33.6507936507936,False,SNHNL.O,False,True,False,False,False,25.459575342465758,False,69.5819805194805,False,False,False,False,True,True,100.0,False,False,False,25.602455707762548,False,False,2016-12-31,True,True,True,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,55.8730158730158,False,False,True,False,False,False,False,False,25.5555555555555,False,True,True,39.5495129870129,True,False,49.7786720321931,1.0,False,False,False,True,False,False,False,False,49.8229730339105,49.8229730339105,False,False,False,False,False,False,59545.09589041096,False,100.0,False,False,False,True,49.3650793650793,False
2017,False,26.470025099601585,26.58034183266932,26.30611314741036,26.417969322709173,20465.235059760955,False,False,False,False,False,False,0.0,9.0,False,False,False,False,True,True,100.0,True,100.0,False,False,True,True,20.0,True,2.4,3.0,5.0,3.0,60.0,True,False,False,False,36.2838332114118,False,,False,False,True,26.470025099601585,False,45.9459459459459,True,100.0,True,100.0,True,False,False,True,False,False,2017-12-31,False,True,False,0.0,False,51.6516516516516,2019-08-09T00:00:00,False,False,False,59.009009009009,False,False,False,False,False,False,False,39.383501148207,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0.0,True,False,False,False,False,,False,False,57.7991773297996,False,False,False,False,False,26.58034183266932,False,False,False,41.1411411411411,False,No,False,True,60.0,32.4324324324324,False,SNHNL.O,False,True,False,False,False,26.30611314741036,False,69.9524506217995,False,False,False,False,True,True,100.0,False,False,False,26.417969322709173,False,False,2017-12-31,True,True,True,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,53.003003003003,False,False,True,False,False,False,False,False,24.9249249249249,False,True,True,38.643013899049,True,False,50.85649029311,1.0,False,False,False,True,False,False,False,False,49.0731935300333,49.0731935300333,False,False,False,False,False,False,20465.235059760955,False,100.0,False,False,False,True,55.1051051051051,False
2018,,25.804444221105523,25.92852412060301,25.67272763819097,25.794406532663317,14656.733668341709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.804444221105523,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.92852412060301,,,,,,,,,,,,,,,,,,25.67272763819097,,,,,,,,,,,,,25.794406532663317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,14656.733668341709,,,,,,,,
