Year,Adj_Close,Adj_High,Adj_Low,Adj_Open,Adj_Volume,CSR Strategy Score,Close,Community Score,Date,Dividend,ESG Combined Score,ESG Controversies Score,ESG Period Last Update Date,ESG Score,Emissions Score,Environment Pillar Score,Governance Pillar Score,High,Human Rights Score,Innovation Score,Instrument,Low,Management Score,Open,Period End Date,Product Responsibility Score,Resource Use Score,Shareholders Score,Social Pillar Score,Split,Volume,Workforce Score,log_ret
2016,108.02031746031757,111.2414888888889,104.8671777777778,108.19698412698416,47435.525297619046,24.2857142857142,13.502539682539696,49.3548387096774,2016-03-31,0.0,44.0333333333333,52.5806451612903,2019-10-04T00:00:00,44.0333333333333,44.8387096774193,46.2998102466793,25.1912568306011,13.905186111111112,44.8387096774193,49.3548387096774,AXGT.O,13.108397222222225,27.1428571428571,13.52462301587302,2016-03-31,50.6451612903225,44.8387096774193,20.4761904761904,58.0508859609268,1.0,379484.20238095237,69.3548387096774,-0.0014790831774202117
2017,123.49099601593632,126.83660239043826,120.2579792828685,123.53593625498,128678.16384462151,23.4513274336283,15.43637450199204,50.8888888888888,2017-03-31,0.0,44.5014159292035,52.2222222222222,2019-10-04T00:00:00,44.5014159292035,46.6666666666666,46.8104575163398,35.8407079646018,15.854575298804782,45.5555555555555,48.8888888888888,AXGT.O,15.032247410358563,29.646017699115,15.4419920318725,2017-03-31,48.4444444444444,44.8888888888888,60.6194690265486,49.7308294209702,1.0,1029425.3107569721,50.8888888888888,-0.003415449059569967
2018,16.401608040200998,17.278070351758792,15.765559798994973,16.565628140703527,341883.81783919595,22.2727272727272,2.0502010050251247,50.0,2018-03-31,0.0,42.1616812227074,54.5851528384279,2019-10-04T00:00:00,42.1616812227074,45.6331877729257,46.127665039815,50.7377049180327,2.159758793969849,45.1965065502183,48.9082969432314,AXGT.O,1.9706949748743716,62.2727272727272,2.070703517587941,2018-03-31,44.5414847161572,43.8864628820961,37.7272727272727,30.9951411525924,1.0,2735070.5427135676,11.5720524017467,-0.004015780941739854
2010,4.9357663165642975,5.03004422240093,4.830712805507779,4.92774854744623,396727.77777777775,,6.612037037037034,,,0.0,,,,,,,,6.738333333333333,,,,6.471305555555554,,6.601296296296298,,,,,,1.0,396727.77777777775,,0.0034347077193590454
2011,4.1531352844615474,4.261913700964005,4.047583032619124,4.158576604692945,804482.9365079365,,5.563611111111114,,,0.0,,,,,,,,5.70933253968254,,,,5.422211507936505,,5.5709003968253965,,,,,,1.0,804482.9365079365,,-0.0008243962930009381
2012,4.634398834551,4.734779755650383,4.532699327730939,4.6308775298852645,804308.0,,6.208319999999998,,,0.0,,,,,,,,6.342792000000001,,,,6.072081599999994,,6.203602799999993,,,,,,1.0,804308.0,,0.0009147349267593005
2013,9.766152289365417,9.921371362441324,9.582413458586933,9.754149333528066,907406.3492063492,,13.082904761904752,,,0.0,,,,,,,,13.29083888888889,,,,12.836765079365096,,13.066825396825397,,,,,,1.0,907406.3492063492,,0.0032082210411830212
2014,19.265455054137615,19.570665160615853,18.934510574797343,19.250110702894418,1473202.253968254,,25.80833333333334,,,0.0,,,,,,,,26.217198015873024,,,,25.364994444444438,,25.787777777777784,,,,,,1.0,1473202.253968254,,0.0027858360400032168
2015,20.99624106397498,21.36544355093842,20.62714572863156,21.03285387262295,1927498.7103174604,30.9241706161137,23.716448412698398,69.5906432748538,2015-12-27,0.022896825396825395,24.373738948477,58.4795321637426,2019-08-30T00:00:00,24.373738948477,6.14035087719298,17.7760577915376,12.6816098205267,24.134154761904753,21.0526315789473,38.0116959064327,PPC.O,23.297790476190485,1.21445497630331,23.75821428571429,2015-12-27,66.0818713450292,10.2339181286549,32.0793838862559,40.7379952227987,1.0,1927498.7103174604,20.7602339181286,-0.0008251383409635012
2016,21.959912845545343,22.259054030713212,21.639323065638465,21.938120567989724,1602393.4841269841,35.8157467532467,22.773313492063505,69.4871794871794,2016-12-25,0.010912698412698412,24.5374578546453,59.2307692307692,2019-08-30T00:00:00,24.5374578546453,0.256410256410256,12.2021116138763,18.1808202043857,23.083680158730157,19.4871794871794,37.1794871794871,PPC.O,22.438051190476177,4.32224025974026,22.74984126984129,2016-12-25,84.3589743589743,0.256410256410256,44.4602272727272,41.8129288551823,1.0,1602393.4841269841,15.6410256410256,-0.0001821125614592994
2017,25.767350597609568,26.051506772908382,25.428811952191243,25.747131474103575,1254285.326693227,36.2838332114118,25.767350597609568,67.4528301886792,2017-12-31,0.0,21.4357099971014,16.5094339622641,2019-10-04T00:00:00,26.3619860319388,0.235849056603773,12.4445061043285,19.9155743701056,26.051506772908382,18.3962264150943,37.5,PPC.O,25.428811952191243,5.02926115581565,25.747131474103575,2017-12-31,82.7830188679245,0.707547169811321,49.7988295537673,45.2298697847461,1.0,1254285.326693227,25.2358490566037,0.001960192401977476
2018,21.96115577889447,22.347209045226126,21.658216582914573,22.039195979899493,1251307.3718592965,,21.96115577889447,,,0.0,,,,,,,,22.347209045226126,,,,21.658216582914573,,22.039195979899493,,,,,,1.0,1251307.3718592965,,-0.0028772750362426915
2010,11.315000000000001,11.478053703703708,11.107164814814812,11.292222222222222,94481.48148148147,,11.315000000000001,,,0.0,,,,,,,,11.478053703703708,,,,11.107164814814812,,11.292222222222222,,,,,,1.0,94481.48148148147,,0.003414259383767168
2011,10.451646825396832,10.648710714285718,10.25811984126984,10.481211111111113,258558.73015873015,,10.451646825396832,,,0.0,,,,,,,,10.648710714285718,,,,10.25811984126984,,10.481211111111113,,,,,,1.0,258558.73015873015,,-0.003139661064883647
2012,5.5505176,5.672279200000004,5.4565896,5.5744799999999985,333436.8,,5.5505176,,,0.0,,,,,,,,5.672279200000004,,,,5.4565896,,5.5744799999999985,,,,,,1.0,333436.8,,-0.0006853077731714511
2013,6.364780952380956,6.4796936507936485,6.250287698412696,6.361150793650794,452407.9365079365,,6.364780952380956,,,0.0,,,,,,,,6.4796936507936485,,,,6.250287698412696,,6.361150793650794,,,,,,1.0,452407.9365079365,,0.0016793633454283057
2014,7.137698412698411,7.288123809523815,7.019621825396823,7.161349206349208,586400.4603174604,,7.137698412698411,,,0.0,,,,,,,,7.288123809523815,,,,7.019621825396823,,7.161349206349208,,,,,,1.0,586400.4603174604,,-0.0016872603708569173
2015,5.195218253968254,5.314213492063496,5.087656349206349,5.210158730158729,472837.99603174604,,5.195218253968254,,,0.0,,,,,,,,5.314213492063496,,,,5.087656349206349,,5.210158730158729,,,,,,1.0,472837.99603174604,,-0.0008033450793387924
2016,5.192539682539682,5.310526587301587,5.0745781746031735,5.19063492063492,589379.869047619,35.8157467532467,5.192539682539682,5.55555555555555,2016-12-25,0.0,37.0292771464646,59.5238095238095,2019-09-20T00:00:00,37.0292771464646,5.55555555555555,29.9486461251167,78.251077815627,5.310526587301587,15.0793650793651,70.6349206349206,KTOS.O,5.0745781746031735,90.239448051948,5.19063492063492,2016-12-25,17.4603174603174,15.8730158730158,72.9910714285714,8.39481332439078,1.0,589379.869047619,3.96825396825396,0.002343226295634374
2017,10.318665338645408,10.499681274900398,10.13610119521912,10.334900398406365,1638095.8087649401,36.2838332114118,10.318665338645408,14.0845070422535,2017-12-31,0.0,39.9741749693479,65.4929577464788,2019-09-20T00:00:00,39.9741749693479,9.15492957746478,31.9386909693454,80.935877295022,10.499681274900398,16.9014084507042,73.2394366197183,KTOS.O,10.13610119521912,98.9941477688368,10.334900398406365,2017-12-31,21.8309859154929,15.4929577464788,60.6254572055596,12.4776829994048,1.0,1638095.8087649401,6.33802816901408,0.0014280086031999636
2018,11.906557788944728,12.09855879396986,11.706283919597992,11.906532663316584,1501620.9396984924,,11.906557788944728,,,0.0,,,,,,,,12.09855879396986,,,,11.706283919597992,,11.906532663316584,,,,,,1.0,1501620.9396984924,,0.0012274367387010185
2010,3.656111111111111,3.7690740740740747,3.4640740740740728,3.604074074074074,167887.03703703705,,3.656111111111111,,,0.0,,,,,,,,3.7690740740740747,,,,3.4640740740740728,,3.604074074074074,,,,,,1.0,167887.03703703705,,0.017682421073503967
2011,7.516380952380955,7.787908730158733,7.206117857142854,7.515178571428579,326316.6666666667,,7.516380952380955,,,0.0,,,,,,,,7.787908730158733,,,,7.206117857142854,,7.515178571428579,,,,,,1.0,326316.6666666667,,0.0007180285588247353
2012,5.3553084,5.570042800000003,5.158292799999998,5.3672416000000025,707252.0,,5.3553084,,,0.0,,,,,,,,5.570042800000003,,,,5.158292799999998,,5.3672416000000025,,,,,,1.0,707252.0,,-0.0032589221268986357
2013,5.21532698412698,5.366952380952382,5.068015476190479,5.21551587301587,452643.25396825396,,5.21532698412698,,,0.0,,,,,,,,5.366952380952382,,,,5.068015476190479,,5.21551587301587,,,,,,1.0,452643.25396825396,,0.002442215064415195
2014,3.6388492063492044,3.772549603174603,3.534728174603173,3.6664678571428575,430323.35714285716,,3.6388492063492044,,,0.0,,,,,,,,3.772549603174603,,,,3.534728174603173,,3.6664678571428575,,,,,,1.0,430323.35714285716,,-0.0023204799364507237
2015,3.542539682539683,3.6347908730158744,3.4488956349206363,3.538775793650795,269887.4126984127,,3.542539682539683,,,0.0,,,,,,,,3.6347908730158744,,,,3.4488956349206363,,3.538775793650795,,,,,,1.0,269887.4126984127,,0.0008590271393617927
2016,6.756051587301585,6.9315646825396815,6.5885376984127015,6.75948412698413,566609.626984127,,6.756051587301585,,,0.0,,,,,,,,6.9315646825396815,,,,6.5885376984127015,,6.75948412698413,,,,,,1.0,566609.626984127,,0.001599321640120172
2017,8.310756972111555,8.485529083665345,8.122115936254978,8.305179282868526,368875.5059760956,,8.310756972111555,,,0.0,,,,,,,,8.485529083665345,,,,8.122115936254978,,8.305179282868526,,,,,,1.0,368875.5059760956,,0.0014948264958897905
2018,8.218366834170853,8.377912060301513,8.055487437185933,8.216909547738691,300574.65326633165,35.7356235997012,8.218366834170853,43.3417085427135,2018-09-30,0.0,33.701341378288,61.9346733668341,2019-09-20T00:00:00,33.701341378288,15.4522613065326,27.6049364469405,32.2916539134906,8.377912060301513,30.2763819095477,39.8241206030151,MITK.O,8.055487437185933,12.9761015683345,8.216909547738691,2018-09-30,4.14572864321608,28.643216080402,82.5056011949215,40.7512916696156,1.0,300574.65326633165,58.4170854271356,-0.0006334542584370912
2010,3.00054648623962,3.0495117524463478,2.952361107645431,3.0083154242608656,10118.537037037036,,3.712037037037038,,,0.0,,,,,,,,3.7726129629629637,,,,3.6524259259259253,,3.721648148148146,,,,,,1.0,10118.537037037036,,-0.0038231476029188726
2011,2.138177579158863,2.2114647750028666,2.09213395114964,2.1498094949088395,15201.27380952381,,2.6451829365079376,,,0.0,,,,,,,,2.735848015873015,,,,2.5882214285714316,,2.6595730158730158,,,,,,1.0,15201.27380952381,,-0.0021511038383733934
2012,3.2485224974313986,3.318179101098536,3.1675091972947897,3.2416028794737852,21685.684,,4.018813199999999,,,0.0,,,,,,,,4.1049868000000025,,,,3.9185899999999996,,4.010252800000001,,,,,,1.0,21685.684,,0.00567018761849598
2013,7.634248629207671,7.726258580764388,7.515249476779456,7.624416848890197,23992.948412698413,,9.444484126984127,,,0.0,,,,,,,,9.558311507936516,,,,9.297267857142854,,9.432321031746033,,,,,,1.0,23992.948412698413,,0.0014000848199315177
2014,9.185833072182627,9.242517635966218,9.112001837797955,9.174328080180546,199164.42063492062,,11.284404761904762,,,0.0005952380952380953,,,,,,,,11.353944444444442,,,,11.193790476190474,,11.270280555555555,,,,,,1.0,199164.42063492062,,0.0007261792846038498
2015,10.883691412787552,10.960084153202256,10.803444510127058,10.880641839148623,106930.64285714286,,13.157896825396838,,,0.0007936507936507937,,,,,,,,13.250222619047609,,,,13.06088134920635,,13.154238095238096,,,,,,1.0,106930.64285714286,,0.0003371670639325557
2016,13.042644147161079,13.146619378457192,12.923462445335616,13.023321826312667,74743.18650793651,35.8157467532467,15.516111111111103,77.4080560420315,2016-12-31,0.0010317460317460319,41.6037416912115,57.7057793345008,2019-09-20T00:00:00,41.6037416912115,8.31873905429071,22.0588235294117,33.1385059612518,15.639793650793653,36.6024518388791,31.4360770577933,WSBF.O,15.374418253968253,16.4163961038961,15.493075396825398,2016-12-31,42.4693520140105,27.6707530647986,76.8060064935065,67.5957672479712,1.0,74743.18650793651,82.3992994746059,0.0011240641357892066
2017,16.23697202583548,16.41929204412683,16.057068342154295,16.237215699636515,73218.25498007968,36.2838332114118,18.565139442231068,75.4414125200642,2017-12-31,0.003904382470119522,38.2660134962971,57.7849117174959,2019-09-20T00:00:00,38.2660134962971,4.57463884430176,20.2577660277594,28.7778670536175,18.77356972111554,34.6709470304975,31.2199036918138,WSBF.O,18.359117131474108,9.93050475493782,18.565208764940238,2017-12-31,41.0112359550561,26.4044943820224,75.1097293343087,63.6651368887482,1.0,73218.25498007968,75.8426966292134,-9.745640482071189e-05
2018,15.949976821983325,16.076260850238818,15.825734207431458,15.943092759521152,51226.05527638191,,17.268467336683415,,,0.00492462311557789,,,,,,,,17.40548140703518,,,,17.13323869346734,,17.260817587939695,,,,,,1.0,51226.05527638191,,0.0001036679359008121
2010,1.0088888888888887,1.027962962962963,0.9829629629629629,1.0081481481481482,8985.185185185184,,1.0088888888888887,,,0.0,,,,,,,,1.027962962962963,,,,0.9829629629629629,,1.0081481481481482,,,,,,1.0,8985.185185185184,,0.0007781690289443237
2011,3.0526984126984154,3.2354761904761906,2.8920634920634942,3.074365079365078,114221.03174603175,,3.0526984126984154,,,0.0,,,,,,,,3.2354761904761906,,,,2.8920634920634942,,3.074365079365078,,,,,,1.0,114221.03174603175,,0.0007963122835799645
2012,2.590120399999999,2.6872792,2.5047599999999988,2.5822399999999983,30988.8,,2.590120399999999,,,0.0,,,,,,,,2.6872792,,,,2.5047599999999988,,2.5822399999999983,,,,,,1.0,30988.8,,0.004812584065399767
2013,8.765690079365077,9.022611507936514,8.466010714285716,8.742172222222216,80151.19047619047,,8.765690079365077,,,0.0,,,,,,,,9.022611507936514,,,,8.466010714285716,,8.742172222222216,,,,,,1.0,80151.19047619047,,0.004395514189605632
2014,19.41800000000001,20.02965674603177,18.792900793650812,19.394682539682556,176132.82142857142,,19.41800000000001,,,0.0,,,,,,,,20.02965674603177,,,,18.792900793650812,,19.394682539682556,,,,,,1.0,176132.82142857142,,0.0017974339614301497
2015,21.158511904761912,21.75111388888889,20.54449007936509,21.150634920634907,183514.5158730159,30.9241706161137,21.158511904761912,35.2040816326531,2015-12-31,0.0,23.6682585356417,58.6734693877551,2019-08-16T00:00:00,23.6682585356417,0.510204081632653,21.8037214885954,25.6603993473701,21.75111388888889,23.469387755102,48.469387755102,AXDX.O,20.54449007936509,1.92535545023696,21.150634920634907,2015-12-31,21.9387755102041,18.3673469387755,86.7002369668246,23.7424547283702,1.0,183514.5158730159,18.8775510204081,0.0004492000025190887
2016,18.377182539682554,18.85589682539683,17.897304761904763,18.422698412698413,295911.3968253968,35.8157467532467,18.377182539682554,33.4482758620689,2016-12-31,0.0,27.4701333687863,56.551724137931,2019-08-16T00:00:00,27.4701333687863,0.344827586206896,25.4462474645031,30.7500133063658,18.85589682539683,26.551724137931,51.3793103448275,AXDX.O,17.897304761904763,9.23295454545454,18.422698412698413,2016-12-31,25.1724137931034,26.8965517241379,85.8969155844155,26.5905779504613,1.0,295911.3968253968,23.7931034482758,-0.000139053428482982
2017,24.495816733067727,25.02861075697209,23.925003585657368,24.5019920318725,358605.39442231075,36.2838332114118,24.495816733067727,33.5365853658536,2017-12-31,0.0,26.5912961443074,56.4024390243902,2019-08-16T00:00:00,26.5912961443074,0.914634146341463,25.3766140602582,33.396092916162,25.02861075697209,26.2195121951219,51.8292682926829,AXDX.O,23.925003585657368,13.1126554498902,24.5019920318725,2017-12-31,23.1707317073171,25.6097560975609,86.5947329919531,21.9082789419443,1.0,358605.39442231075,14.3292682926829,0.0009291361119137197
